sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
161799,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000161799.jpg,a skateboarder doing a trick on a rail,VCD Diffusion Noise,BLIP-2,A skateboarder is doing a trick on a ramp,Ignored Perturbation
161799,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000161799.jpg,a skateboarder doing a trick on a rail,VCD Diffusion Noise,LLaVA,"The image features a man performing a daring trick on a high wire. He is suspended in the air, seemingly defying gravity, as he balances on a thin wire. The scene is set in a body of water, with the",Other/Irrelevant Description
500464,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000500464.jpg,a bathroom with a sink and a shelf,VCD Diffusion Noise,BLIP-2,"A bathroom with a toilet, sink, and a shower",Other/Irrelevant Description
500464,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000500464.jpg,a bathroom with a sink and a shelf,VCD Diffusion Noise,LLaVA,"The image is a close-up of a dining table, which is surrounded by chairs. The table is covered with a colorful tablecloth, adding a vibrant touch to the scene. The chairs are placed around the table",Other/Irrelevant Description
439426,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000439426.jpg,a person holding a donut with a person's feet in the background,VCD Diffusion Noise,BLIP-2,A person is holding a donut,Ignored Perturbation
439426,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000439426.jpg,a person holding a donut with a person's feet in the background,VCD Diffusion Noise,LLaVA,"The image features a dog standing on a tiled floor. The dog is positioned in the center of the scene, and it appears to be looking at the camera. The floor is covered with a pattern of tiles, creating a visually interesting",Other/Irrelevant Description
357737,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000357737.jpg,a man standing next to a bike,VCD Diffusion Noise,BLIP-2,This is a man standing next to a bike,Ignored Perturbation
357737,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000357737.jpg,a man standing next to a bike,VCD Diffusion Noise,LLaVA,"The image features a man standing next to a row of bicycles. There are several bicycles in the scene, with some positioned closer to the man and others further away. The man appears to be the main focus of the image,",Other/Irrelevant Description
71226,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000071226.jpg,a dog laying on a bed,VCD Diffusion Noise,BLIP-2,A dog laying on a bed,Ignored Perturbation
71226,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000071226.jpg,a dog laying on a bed,VCD Diffusion Noise,LLaVA,"The image features a dog lying on its back, possibly on a bed or a white surface. The dog appears to be relaxed and comfortable in its environment. The scene is captured in a close-up view, emphasizing the dog's position",Other/Irrelevant Description
521405,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000521405.jpg,a stuffed animal with a toothbrush,VCD Diffusion Noise,BLIP-2,A toothbrush and a pair of socks,Other/Irrelevant Description
521405,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000521405.jpg,a stuffed animal with a toothbrush,VCD Diffusion Noise,LLaVA,"The image is a close-up of a person's feet, possibly a man's, wearing a pair of white shoes. The shoes are positioned in the center of the image, with the person's feet occupying",Other/Irrelevant Description
25986,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000025986.jpg,a table with food on it,VCD Diffusion Noise,BLIP-2,A table with plates of food and a plate of food on the table,Ignored Perturbation
25986,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000025986.jpg,a table with food on it,VCD Diffusion Noise,LLaVA,"The image features a dining table filled with various plates of food. There are at least five different plates of food, each with different dishes. Some of the dishes include a bowl of food, a plate of pasta,",Other/Irrelevant Description
260266,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000260266.jpg,a traffic light with a car parked next to it,VCD Diffusion Noise,BLIP-2,A traffic light on a pole,Other/Irrelevant Description
260266,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000260266.jpg,a traffic light with a car parked next to it,VCD Diffusion Noise,LLaVA,"The image features a street scene with a traffic light prominently visible in the foreground. The traffic light is positioned on the right side of the image. In the background, there is a building, and a car is parked nearby.",Other/Irrelevant Description
267940,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000267940.jpg,a boat in a harbor with a red box around it,VCD Diffusion Noise,BLIP-2,The image is of a boat in the water,Other/Irrelevant Description
267940,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000267940.jpg,a boat in a harbor with a red box around it,VCD Diffusion Noise,LLaVA,"The image features a large boat floating on a body of water. The boat is positioned in the center of the scene, and it appears to be the main focus of the image. The water appears to be choppy, adding to the dynamic nature",Other/Irrelevant Description
122962,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000122962.jpg,a room with children sitting at a table,VCD Diffusion Noise,BLIP-2,This image is a mosaic of a table with people sitting at it,Other/Irrelevant Description
122962,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000122962.jpg,a room with children sitting at a table,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated artwork featuring a crowd of people. The people are scattered throughout the scene, with some standing closer to the foreground and others further back. The artwork appears to be a mix of a painting and",Other/Irrelevant Description
392818,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000392818.jpg,a dog wearing a life jacket,VCD Diffusion Noise,BLIP-2,a dog in a car,Other/Irrelevant Description
392818,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000392818.jpg,a dog wearing a life jacket,VCD Diffusion Noise,LLaVA,"The image features a brown and white dog sitting on a couch. The dog appears to be wearing a shirt, which adds a playful touch to the scene. The couch is located in the center of the image, with the dog",Other/Irrelevant Description
565853,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000565853.jpg,a man playing a video game on a tv,VCD Diffusion Noise,BLIP-2,The image is a picture of a person standing in front of a television,Other/Irrelevant Description
565853,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000565853.jpg,a man playing a video game on a tv,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful picture of a room with a TV mounted on the wall. The TV is positioned towards the right side of the room. The room appears to be a living space, possibly a living room or a",Acknowledged Perturbation
322724,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000322724.jpg,a person on skis,VCD Diffusion Noise,BLIP-2,A person is standing on a snow covered slope,Other/Irrelevant Description
322724,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000322724.jpg,a person on skis,VCD Diffusion Noise,LLaVA,"The image features a person skiing down a snow-covered slope. The skier is wearing a red jacket and is positioned in the center of the scene. The skier is also holding ski poles, which are visible on",Other/Irrelevant Description
246963,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000246963.jpg,a group of people on motorcycles,VCD Diffusion Noise,BLIP-2,This image shows a group of people on motorcycles,Ignored Perturbation
246963,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000246963.jpg,a group of people on motorcycles,VCD Diffusion Noise,LLaVA,"The image is a collage of various photographs, all featuring people and vehicles. The photographs are placed in different positions, creating a visually interesting composition. Some of the images are larger than others, and they are all displayed in a color",Other/Irrelevant Description
287347,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000287347.jpg,a man and woman in a kitchen,VCD Diffusion Noise,BLIP-2,A woman and a man are preparing food in a kitchen,Ignored Perturbation
287347,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000287347.jpg,a man and woman in a kitchen,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a man and a woman standing in a kitchen. The man is positioned on the left side of the image, while the woman is standing on the right side. They are both engaged in cook",Other/Irrelevant Description
340451,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000340451.jpg,a person sitting on a bench,VCD Diffusion Noise,BLIP-2,A man sitting on a bench,Ignored Perturbation
340451,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000340451.jpg,a person sitting on a bench,VCD Diffusion Noise,LLaVA,"The image features a man sitting on a wooden bench, wearing a yellow jacket. He is waving to the camera, giving the impression that he is the main focus of the scene. The bench is located in a park, surrounded",Other/Irrelevant Description
404922,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000404922.jpg,a woman and two children walking down a street,VCD Diffusion Noise,BLIP-2,a woman and two children walking down a street,Ignored Perturbation
404922,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000404922.jpg,a woman and two children walking down a street,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a group of people standing next to each other. There are at least five people in the scene, with some of them wearing shorts. The people are positioned in various orientations,",Other/Irrelevant Description
89648,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000089648.jpg,a group of people sitting in chairs,VCD Diffusion Noise,BLIP-2,The image shows a group of people sitting in a classroom,Other/Irrelevant Description
89648,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000089648.jpg,a group of people sitting in chairs,VCD Diffusion Noise,LLaVA,"The image is a collage of various people sitting in chairs. The chairs are arranged in rows, and the people are seated in them. The chairs are placed in different positions, with some closer to the foreground and others further",Other/Irrelevant Description
396200,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000396200.jpg,two people on skateboards,VCD Diffusion Noise,BLIP-2,A skateboarder is riding down a ramp,Other/Irrelevant Description
396200,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000396200.jpg,two people on skateboards,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a man skateboarding on a sidewalk. The man is wearing a black shirt and appears to be enjoying his time on the skateboard. The scene is set in",Other/Irrelevant Description
99428,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000099428.jpg,a laptop computer with a cell phone on top of it,VCD Diffusion Noise,BLIP-2,A stack of three cell phones,Other/Irrelevant Description
99428,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000099428.jpg,a laptop computer with a cell phone on top of it,VCD Diffusion Noise,LLaVA,"The image features a collection of various electronic devices, including cell phones and a laptop. The devices are arranged in a line, with some of them placed on top of each other. The electronic devices are of different sizes and colors, creating a vis",Other/Irrelevant Description
367095,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000367095.jpg,a man working on a computer,VCD Diffusion Noise,BLIP-2,This image is a photograph of a person sitting at a desk in an office,Other/Irrelevant Description
